student_id,name,midterm_score,homework_score,attendance_score,practice_score,final_score
65,Student_65,2.8093450968738076,4.213570022770702,0.5195657755426841,6.485048201186881,4.238922097583672
66,Student_66,5.426960831582485,7.375823015888915,7.862781993840331,2.674020278575413,5.153880793039522
67,Student_67,1.4092422497476265,2.3877714576830233,2.013637821359744,0.15110684214475034,0.8239634376888103
68,Student_68,8.021969807540398,1.1047411313139466,2.5862083488803878,9.650153694544718,6.143588800542555
69,Student_69,0.7455064367977082,3.546221576407765,1.647063534322959,2.508930456911025,2.4663949987484477
70,Student_70,9.868869366005173,2.8723899165408175,3.302150648714975,6.760262880525475,6.528634939469793
71,Student_71,7.722447692966574,2.963081204559901,7.56751505688635,7.0662986987870955,5.781080175095667
72,Student_72,1.987156815341724,2.3360775104990994,5.193858595039373,6.100074170794857,3.908724349960302
73,Student_73,0.05522117123602399,0.42093189636361883,2.048812741507126,3.129073942136482,1.3669069116258088
74,Student_74,8.154614284548341,0.1787393473341381,8.778300781520409,2.7109625376406576,5.004158993642851
75,Student_75,7.068573438476172,9.877223897360315,8.795818549515293,5.976682827027031,8.403304395134853
76,Student_76,7.2900716804098735,4.277731337358624,8.70578425046007,8.660956336116914,7.094407368904143
77,Student_77,7.712703466859457,3.8432664715968166,2.3879621138153926,9.467337289233956,5.695975600752083
78,Student_78,0.7404465173409036,6.796472826930699,4.512393441809881,1.0590580440375763,2.9272114892120653
79,Student_79,3.5846572854427263,2.1825388786506417,9.849896561408752,1.5482861259771985,4.546958048531605
80,Student_80,1.1586905952512971,9.499611839502254,7.7201247630999035,9.447362587830796,6.083533060618578
81,Student_81,8.631034258755935,7.863450144155521,0.2716742122555982,7.365352283347926,6.860459232302969
82,Student_82,6.232981268275579,0.8941100231225951,0.6520459126049205,8.829938248297731,3.5011898648986364
83,Student_83,3.308980248526492,4.175807757849284,4.639313768123328,2.026326341353432,3.8292247637169927
84,Student_84,0.6355835028602363,8.791183075621646,9.092202058615602,5.875858711094018,6.315798661744546
85,Student_85,3.109823217156622,9.447320222914103,5.387017979527142,7.011395944174737,5.684253594574671
86,Student_86,3.2518332202674705,4.674015112498697,4.9781250803429025,6.801118854469727,3.8534898885149937
87,Student_87,7.29606178338064,6.134113892107077,1.0547369995663058,4.081516908666981,4.31825097028132
88,Student_88,6.3755747135521315,1.6703394609207523,6.5678010472429404,0.15394891691308477,3.970118179715121
89,Student_89,8.872127425763265,9.911686261369766,8.221031606002255,5.829260568042631,9.144095353400358
90,Student_90,4.722149251619493,2.3167170138344337,3.8042000750756233,2.5310153917960876,2.468696615481369
91,Student_91,1.195942459383017,9.427317741351256,7.756118509253275,4.502542461428903,6.10701277244001
92,Student_92,7.13244787222995,6.496466489923685,9.644766539008117,9.575810150838173,7.615426938515451
93,Student_93,7.607850486168974,6.077367948788591,2.037664591276891,3.990353176424347,5.268225823866562
94,Student_94,5.612771975694963,5.126885110165086,5.233296311947413,8.398016066644267,6.805878701167481
95,Student_95,7.70967179954561,2.3066981171775867,2.8713795808457556,1.8854060574925113,3.620211112156304
96,Student_96,4.937955963643907,1.7652803200550826,7.9285441903383935,6.724604980250288,4.872274587106405
97,Student_97,5.227328293819941,2.2048620907017535,5.775933658811575,9.770069544389434,4.366222585518072
98,Student_98,4.275410183585496,1.8643826214425452,6.345824175503037,1.018931008729368,2.4780863183645705
99,Student_99,0.2541912674409519,7.795844735667533,7.979141596158941,0.08319942227192012,3.5446621868882855
100,Student_100,1.0789142699330445,3.501252591667301,3.959704726624549,4.335827926326143,2.0888610707123907
101,Student_101,0.3142918568673425,0.5784267656339637,9.150900684070432,0.926254830513672,2.545997341763715
102,Student_102,6.364104112637804,9.691026301408113,5.3302886724614,7.483843496762313,7.232162271661762
103,Student_103,3.143559810763267,8.837858849634257,1.57954822835348,9.14548663848559,5.835722976943115
104,Student_104,5.085706911647028,9.27752283195213,6.958991181688025,4.340209727087588,5.918103476627529
105,Student_105,9.07566473926093,9.949078226464353,7.9326135043825445,2.5871164215544096,7.403232933778208
106,Student_106,2.4929222914887497,1.738952492194873,3.1676167706752665,4.344033190066098,3.09954137695881
107,Student_107,4.103829230356297,3.9624201890265875,8.57179256998753,7.2344781785000105,6.5117344227731735
108,Student_108,7.555511385430487,7.582384757040913,9.061432547657663,0.09054161580370979,5.472597222638113
109,Student_109,2.2879816549162246,6.960206180537922,2.769044873778089,5.894539894846972,5.287941946071788
110,Student_110,0.7697990982879299,1.5389590633985506,9.83521472715222,6.132916848873791,4.040016166333563
111,Student_111,2.8975145291376805,8.158331249906178,1.4071152804875842,6.376882468959355,5.0013924171137925
112,Student_112,1.6122128725400442,2.2444057183666066,2.0201566840249,2.420220799808772,2.04561814445425
113,Student_113,9.29697652342573,2.2381761482262306,1.8422483923802613,7.140527233781268,4.39588909853626
114,Student_114,8.08120379564417,5.3697442289341355,8.939897100078705,0.9139148633177641,5.1858005035251065
115,Student_115,6.334037565104235,5.929399348417031,6.542925523249618,1.9927033646680081,5.587980862958078
116,Student_116,8.714605901877178,5.8008620783781115,1.5210428322227287,8.77470046654482,6.095706196701212
117,Student_117,8.036720768991145,0.9148683739775487,4.40323418368349,7.387231507265664,5.878106014235801
118,Student_118,1.8657005888603584,8.774608626303804,6.15298025069802,0.1374555401134525,4.263360997430489
119,Student_119,8.925589984899778,2.6560004258870604,0.8346408498938329,2.4837626036980023,3.4247207313597015
120,Student_120,5.393422419156507,1.2951492128280417,8.824163684073387,2.1440648299316454,4.629654859400443
121,Student_121,8.074401551640625,8.887480798689772,8.036035354415352,2.7080632803697258,6.824091274938154
122,Student_122,8.960912999234932,9.556514982297534,5.052067735766382,2.475597702798864,7.111702096884574
123,Student_123,3.1800347497186388,8.621276172654506,9.671266152591704,0.6252629574284574,5.995364669726316
124,Student_124,1.1005192452767676,8.09516074724878,4.177609792750997,4.589405165968204,5.312635211905645
125,Student_125,2.279351625419417,6.552419806390217,9.841103190364977,7.327334747861651,6.667601406791568
126,Student_126,4.271077886262563,5.5085737060913935,6.67919998803627,6.067317247174364,5.835921060493762
127,Student_127,8.18014765922493,0.8698675991141014,6.346712732539414,6.728716685980798,5.68935682599604
128,Student_128,8.607305832563434,4.084532130706987,1.65954895295785,0.8114917853623915,5.193608824709346
129,Student_129,0.06952130531190703,3.72688517012314,8.81927758304644,9.514907101767871,4.397407074586448
130,Student_130,5.107473025775658,2.5975378376032623,4.2748968792061515,8.384918338430248,3.8456904909333307
131,Student_131,4.17411003148779,7.234201136885849,1.6223340578247936,8.050903184956628,4.901049917864773
132,Student_132,2.2210781047073027,4.9587573507877085,0.1260751997575904,8.229838050417674,3.2609160459370443
133,Student_133,1.198653673336828,0.8104621590764793,5.597556836383825,9.327105081327613,3.9113363034942763
134,Student_134,3.3761517140362796,2.2018320194981134,5.2739962212267635,5.442539661136977,4.084125496064124
135,Student_135,9.429097039125192,6.832587636595959,7.193536223691586,2.002820178676259,6.904699448599362
136,Student_136,3.2320293202075523,0.7613085949030018,8.902580530178021,6.167836078525411,3.2445715826927604
137,Student_137,5.187906217433661,8.512069140487688,0.7940658464302952,7.42881493667939,6.212124872899636
138,Student_138,7.030189588951778,4.951465270139743,7.314964903403624,7.379173933540254,6.180385050087215
139,Student_139,3.63629602379294,4.80586577326648,1.8741194409758222,5.214490241668801,4.280482453660013
140,Student_140,9.717820827209607,5.924077846595176,8.581770531571639,0.6845871933357806,6.658998004127226
141,Student_141,9.624472949421111,8.246809659251491,8.19063513861656,3.7111293843012785,7.427199538041163
142,Student_142,2.5178229582536416,3.4780920790219305,5.407937549855443,9.207666084633573,3.991047772288691
143,Student_143,4.972485058923855,6.780161525590636,7.102427986233115,5.84448909757426,5.304015187436784
144,Student_144,3.0087830981676964,5.657319639957911,3.1435011318374837,5.383319432557134,4.968231600541053
145,Student_145,2.848404943774676,2.6702827016942132,4.7116789893281465,2.688535143821935,3.972444204433799
146,Student_146,0.36886947354532795,8.78629986355158,8.216368977104716,3.684489199165789,5.426298529911772
147,Student_147,6.095643339798968,7.974260216069281,4.592651971732139,8.953460891531693,6.137061869134208
148,Student_148,5.026790232288615,6.584518346584255,3.577982653254418,6.664630475268357,5.335969633142897
149,Student_149,0.5147875124998935,8.505817290942419,4.942124472502999,7.873870267523328,5.727258789248274
150,Student_150,2.7864646423661146,8.672942009598025,8.282492524372184,4.543454230676551,6.562653114619125
151,Student_151,9.082658859666537,7.083629767150348,3.3520804737087273,6.302472194561579,6.017234366281304
152,Student_152,2.395618906669724,8.37013328363672,1.737615931357438,2.483836087432075,3.0740774985406008
153,Student_153,1.448948720912231,6.974714616692836,7.120140203307807,7.054608302834863,5.786322794271264
154,Student_154,4.89452760277563,6.801407717603004,8.259782127080818,4.276013337033373,5.729132040908841
155,Student_155,9.856504541106007,6.186113782151843,1.0063747852353333,4.4254551481474556,5.4081141468904335
156,Student_156,2.4205527151150044,7.527166395576412,2.3987411275594472,6.493223245768816,3.788503547452128
157,Student_157,6.721355474058786,1.586051052930737,1.419719897609939,9.362806214689266,4.729325994079697
158,Student_158,7.616196153287175,8.808707591989284,3.4794141158216663,0.6400634660862092,6.453668110816476
159,Student_159,2.3763754399239967,8.71843527745232,4.503509789054126,8.247432373470076,6.793894940262911
160,Student_160,7.282163486118596,0.29247283034559146,7.4882633696330645,2.9238311041219314,4.486299690916834
161,Student_161,3.677831327192532,8.258167505647627,6.511475848816741,4.439194545063778,5.799856384107939
162,Student_162,6.3230583059357945,1.288698674734452,6.2092856747843115,0.21913328775008956,2.7393236576864366
163,Student_163,6.335297107608947,3.351188542591419,3.523749466096544,3.0104607783431305,4.310533347033244
164,Student_164,5.357746840747585,7.435082562916078,8.4144755308476,5.026312426301304,6.285964570459669
165,Student_165,0.902897700544083,1.607598960483082,4.712871673981645,0.5617607734743901,2.0223460495665107
166,Student_166,8.35302495589238,8.179670241190621,9.791049380151545,4.910957293831651,7.677662589674632
167,Student_167,3.2078006497173583,8.32134177957742,6.3414213829573685,9.271106288584273,6.061846509997495
168,Student_168,1.8651851039985423,5.074677337608362,1.2626474156450274,1.0539321810780522,1.7352052022834403
169,Student_169,0.40775141554763916,0.0638587171683358,6.7617756207543405,7.644407280755043,2.652556509294461
170,Student_170,5.908929431882418,2.870381331749128,3.25104015431699,4.096710533759927,3.296633035280352
171,Student_171,6.775643618422825,6.169269183757422,6.8632719668609745,6.55173714524338,5.920269564722913
172,Student_172,0.16587828927856152,9.811861780274235,0.6964114816240574,2.6023659798522933,4.627749830320201
173,Student_173,5.12093058299281,6.3181352701666835,1.7488143717595939,1.5949226254135829,3.9886742691957204
174,Student_174,2.2649577519793795,2.5980358106415977,8.557372589057863,1.6046261427122643,3.5550413481503518
175,Student_175,6.451727904094499,6.340057030996114,2.271795570235149,0.7049194564314465,5.180115543334933
176,Student_176,1.7436642900499144,5.3998537971585545,8.3704112524294,1.8564670490124302,5.179568887432283
177,Student_177,6.90937738102466,7.798453951511436,2.792760884544104,6.642193849889683,6.464769245336949
178,Student_178,3.867353463005374,1.069806388269584,6.428819100587076,8.81690611843508,5.155240641275262
179,Student_179,9.367299887367345,7.61027902502028,6.9415057350983105,8.141256855911617,7.763708240591624
180,Student_180,1.3752094414599325,5.412665786761103,5.126547531450529,6.851343098744841,4.043428609399967
181,Student_181,3.410663510502585,9.629920038589946,3.053106766967313,1.1043186341110267,4.549067586932549
182,Student_182,1.1347352124058907,3.418721660386861,2.126443763710961,2.8918744629594983,2.7147152325192154
183,Student_183,9.246936182785628,6.326218931339481,0.3318935456242622,3.0980687532246898,5.722322372517521
184,Student_184,8.77339353380981,9.320281055100175,3.039464012407238,2.4995694639762123,6.166387941248586
185,Student_185,2.579416277151556,1.0250972799067926,6.53162790531283,5.150056597097231,2.6841108158727747
186,Student_186,6.59984046034179,9.372284872364512,9.383048184484826,5.355538148796725,8.004147379399217
187,Student_187,8.172222002012159,6.878857223008134,8.71204482263052,3.568859751711102,6.228156406751942
188,Student_188,5.5520081159946235,0.678370591051719,7.660647765353026,3.53789158736436,4.26580649911604
189,Student_189,5.296505783560065,3.0096356694681625,7.884473432532987,8.285555979060813,6.112692574339846
190,Student_190,2.418522909004517,7.081720886452816,6.649849034759953,7.892928483196856,6.159851635017465
191,Student_191,0.9310276780589921,0.673506014687717,2.60286857566003,3.0779583168074565,2.1244697076367034
192,Student_192,8.972157579533267,5.8217046017627325,9.071950307058298,9.137884438732593,8.825844446678307
193,Student_193,9.004180571633304,3.4588305695295674,6.707323119058341,9.52815017002506,6.9859159840951195
194,Student_194,6.33101457273268,6.209155177674771,5.6044063098044,3.267425420300408,5.9969156502023395
195,Student_195,3.390297910487007,0.4574203381251285,1.1098946921348107,3.5442494879305486,2.323489781328386
196,Student_196,3.492095746126609,8.715368061523762,4.470555438064254,5.056341534219588,4.940898416347245
197,Student_197,7.259556788702394,9.734889691773969,4.6035827120192625,9.411208125336735,6.952671401352923
198,Student_198,8.971102599525771,9.688778552856915,8.645636095226699,8.763194331423115,8.648813202398637
199,Student_199,8.870864242651173,7.496518317429247,5.466482201877884,1.025679625835898,6.094714546242121
200,Student_200,7.798755458576238,1.3008624013063197,3.8040054897040965,3.927307432714162,4.510359831305732
201,Student_201,6.420316461542877,7.582631959290226,9.768003285106593,5.533711897497718,7.961146223777204
202,Student_202,0.8413996499504883,0.2458691645880151,1.1072059332631567,5.0313247255154,0.9463782095295936
203,Student_203,1.6162871409461377,0.22123551528997254,4.225484283119446,1.9386306793689267,1.0351793691654618
204,Student_204,8.985541885270793,3.2361021914954122,0.4202467517140529,8.588167711681546,6.3951360106576365
205,Student_205,6.0642905965958995,4.886431904046658,7.3990412076693035,6.769407829968373,5.334995676473116
206,Student_206,0.09197051616629648,7.704074178077932,9.180765521991507,8.379083748518037,5.807765402589556
207,Student_207,1.014715428660321,6.832953766065052,2.8003732955048943,8.587642793494721,4.803031433804138
208,Student_208,6.635017691080558,4.459027063767484,8.583416767991208,7.483558536657398,6.624357329199011
209,Student_209,0.05061583846218687,2.736266662816659,2.9221823046189774,4.392106012497173,1.4709867278727704
210,Student_210,1.6080805141749865,9.971245001577111,9.107701616439153,6.105467550154246,5.630485316051549
211,Student_211,5.487337893665861,4.261813022359729,7.5396190359678394,1.6036540611974315,3.9643667491628034
212,Student_212,6.918951976926932,4.513870243296755,8.049067768414385,6.736454174749077,6.5581264224450235
213,Student_213,6.519612595026006,1.6362382119166918,0.180065556004545,1.7925325573928075,2.929964640030922
214,Student_214,2.242693094605598,7.948095487499294,9.62810357074026,6.939495905101568,5.838238053873321
215,Student_215,7.121792213475358,6.936822257814886,7.266709920703232,2.2959816075396864,6.405670930726839
216,Student_216,2.3724908749680007,2.207696127887604,3.047510953861333,1.1755130015021997,2.8587958960406867
217,Student_217,3.2539969815926773,0.823810456158427,8.29394664858847,1.6528449014295743,2.295858461022128
218,Student_218,7.464914051180242,6.804993020747131,2.8152119841492995,0.01992135219070268,4.844258675942296
219,Student_219,6.496328990472147,6.545112142811353,8.727538395661279,7.187396178535303,7.474040079029747
220,Student_220,8.49223410494178,2.7325952699820935,1.1258039041193701,7.324010490583791,4.562035545557167
221,Student_221,6.576128923003433,9.508635622504103,7.036859774607958,5.149333499132594,6.8782098289866695
222,Student_222,5.683086033354716,1.5105789178090023,5.406984766449103,1.613628010553837,3.7894978467284712
223,Student_223,0.9367476782809248,4.323348010426019,0.9653447019544081,0.8355433751068975,2.734076908911818
224,Student_224,3.6771580305943354,9.436159201675988,2.41893828258839,0.1912896643728701,5.075889599679147
225,Student_225,2.6520236768172545,4.197273169261223,0.1240403627731479,1.657481769652207,2.5773539185077814
226,Student_226,2.4398964337908358,6.385259476640855,4.687679654645058,8.908555349831467,5.827237209539311
227,Student_227,9.730105547524456,3.9759439796279428,3.0126526076000038,2.4153684170168175,4.9270640034846815
228,Student_228,3.930977246667604,2.7421520234867005,5.983574842977588,3.542713272172157,4.189127460273756
229,Student_229,8.920465551771134,9.839776479598282,2.972378077086172,1.0534548448133318,6.365602376045839
230,Student_230,6.311386259972629,4.09334006315043,2.9991911150698467,2.223613047481703,3.545851002362349
231,Student_231,7.948113035416484,8.940992036791345,7.431931987316034,5.192245707802051,7.99504360844048
232,Student_232,5.026370931051921,2.299546058910862,0.4814283597835345,6.077526830956526,3.622495409834491
233,Student_233,5.769038846263591,2.131047040250833,9.028949951919872,2.4535231416621106,4.383763548577907
234,Student_234,4.925176938188639,0.3113408288451136,8.522638743911815,0.5773215922511721,4.213625777499985
235,Student_235,1.952429877980445,6.5166682537588505,6.678046832264065,3.9103286912739863,3.700272779882865
236,Student_236,7.224521152615053,3.6852634372376114,5.932215701073843,2.342033709263341,4.559331561522228
237,Student_237,2.807723624408558,8.64358249839637,8.923024981396523,2.195539232298019,4.77286747513568
238,Student_238,0.2431596643145384,4.732099066915572,1.8533017952871444,9.598628027134552,4.3160182162966265
239,Student_239,6.454722959071678,9.681934279147217,0.7896916219082861,6.16300485925724,6.635751375926358
240,Student_240,1.7711067940704894,1.8552551570312115,2.395101699095381,5.5687844317209585,2.3433902489664122
241,Student_241,9.404585843529143,8.686231679556109,7.945782787001903,4.157751035233219,8.199277825786746
242,Student_242,9.539285770025874,7.765968527917417,0.34670266726483323,4.289443334301443,5.910679942088143
243,Student_243,9.148643902204485,7.70921844644052,5.828068350834896,5.4090500383808084,7.817289965281511
244,Student_244,3.7015870025544437,8.447832281168877,9.954375161913099,6.964298070361073,6.936927757045243
245,Student_245,0.15456616528867428,7.610239909429989,8.556960938375394,7.021460961818295,5.269685658117668
246,Student_246,9.283185625877254,6.262203216314154,5.214456890435894,1.7169390770544957,6.919355677132103
247,Student_247,4.281841483173143,1.3124487768238757,0.6364090928664234,5.0011275207662695,2.307552600507045
248,Student_248,9.666548190436696,0.32526179491251916,8.313735143857098,4.119580950341019,4.725100894437519
249,Student_249,9.636199770892528,9.208478478156868,5.989785081772105,8.705269662693842,8.761500650126925
250,Student_250,8.530094554673601,6.166503145207381,1.1493299705956683,6.314189212183764,6.840326771088539
251,Student_251,2.944488920695857,7.965372909761763,0.938572848233562,5.325040664159818,4.281359679070336
252,Student_252,3.8509772860192526,4.815223515125501,9.096268194365924,1.1539464217891737,3.7739766908320087
253,Student_253,8.511366715168569,1.1730818896239448,6.692002629380784,6.056378893234115,5.1336214205798685
254,Student_254,3.1692200515627764,1.2518579220255044,8.292867993167555,1.1720390568023342,3.2311681107095787
255,Student_255,1.6949274668609249,6.855652872289713,8.789789002822673,3.3720657556575206,4.321391066705657
256,Student_256,5.568012624583502,4.303058948994627,5.717723520483222,1.4284196481433187,4.706754541911731
257,Student_257,9.36154774160781,2.005247267003367,5.174463517550413,6.920736470243689,6.824577278162574
258,Student_258,6.96029796674973,4.915945467414369,4.304274103209902,2.062521138361526,4.739711030526403
259,Student_259,5.700611700893649,0.6420893707513409,3.169465877911193,3.91859373188026,3.029879356912213
260,Student_260,0.9717649377076854,5.819714019143988,4.345959608587117,8.956747776187786,4.499393497679415
261,Student_261,6.150072266991698,2.6899340443509767,7.738796557301564,2.043163833989703,3.838686328451458
262,Student_262,9.900538501042632,7.975591006371881,6.019234310151315,5.078050639587791,8.348843045024621
263,Student_263,1.4008401523652403,3.1036195892357377,8.925232899548462,4.19271661166022,3.804579135764734
264,Student_264,5.183296523637368,4.552201490818012,4.433800143791878,0.18124041045729733,3.6182063380361313
265,Student_265,8.773730719279554,0.11620539908100636,6.07089578718754,7.927581135728127,5.7860567659522495
266,Student_266,7.407686177542044,0.7244688779455888,6.313075530919887,0.6904590631459973,3.7244202773217134
267,Student_267,6.97015740995268,3.924935564066848,5.916971623063255,4.7425502097695365,5.6968991963881095
268,Student_268,7.024840839871093,4.799388347171235,7.026337730855163,5.606782949389499,5.196785472423206
269,Student_269,3.5949115121975517,6.000205481193037,2.374334683748063,6.284264566145871,5.237701635440419
270,Student_270,2.9359184426449336,2.9166257870930323,5.123637775457906,6.886316293078756,5.038761988387527
271,Student_271,8.093611554785136,6.949818861265426,1.0422480280834767,2.532723835227151,5.525554269796065
272,Student_272,8.101133946791808,8.601223971892045,3.8451132764481253,0.09978776658449373,6.708819441929301
273,Student_273,8.670723185801037,7.7985098889334985,4.876670686212644,7.2344366235491195,6.66585601311264
274,Student_274,9.132405525564714,0.39618825348357145,6.522242595454725,5.356565993475786,5.1891722304612955
275,Student_275,5.113423988609378,4.805069472578289,9.505310525862035,8.361177032072488,6.7524590178341
276,Student_276,5.015162946871996,1.0493017841817487,6.0065106654835585,8.213883629006943,4.826891573056597
277,Student_277,7.9829517896677515,2.4204501586252745,7.435939161765598,8.433261677878832,6.09778431059488
278,Student_278,6.4996393077776515,9.866625932671464,5.062660594952027,4.850946599795401,6.568769829816743
279,Student_279,7.019668772577034,1.4249554290151323,6.341040313763314,3.3362839583686563,3.7225001600048815
280,Student_280,7.95792669436101,4.988881534513561,0.7093221613377343,7.9155820259137,5.392508207237215
281,Student_281,8.900053418175663,6.181557343181191,2.54391580841847,4.51294113029255,5.261176246360231
282,Student_282,3.379951568515358,7.024649705441039,3.618530932051387,1.834421964034345,4.680702314388501
283,Student_283,3.75582952639944,5.5964868348691414,4.724933550065136,8.549740195614744,4.878291528505731
284,Student_284,0.93981939840869,0.09770847419183659,0.45648745502383736,8.825598767723474,1.284806216898688
285,Student_285,5.78280140996174,3.2646130824399187,1.4002409755331768,4.663097561401701,4.031624330741942
286,Student_286,0.35942273796742086,5.1771164338471145,2.7681430779130576,0.7569972730978747,2.5564492871853504
287,Student_287,4.655980181324601,0.8786649914483335,9.715326909010507,3.8782608991693124,5.122937236028855
